#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus paracasei	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium tyrobutyricum	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Faecalicatena fissicatena	Oscillibacter sp. CAG:155	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. 1-3	Oscillibacter sp. PC13	Desulfitobacterium hafniense	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Marasmitruncus massiliensis	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Methanobacterium congolense	Methanobacterium paludis
K00337 NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00338 NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00339 NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00341 NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00342 NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00343 NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00344 NADPH:quinone reductase [EC:1.6.5.5]	0	0	0	0	0	0	0	0	22	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00362 nitrite reductase (NADH) large subunit [EC:1.7.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0
K00364 GMP reductase [EC:1.7.1.7]	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00368 nitrite reductase (NO-forming) [EC:1.7.2.1]	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00375 GntR family transcriptional regulator / MocR family aminotransferase	0	0	0	0	0	0	53	0	0	0	0	0	0	6	0	0	0	0	0	0	0	402	0	0	0	0	23	0	0	0	0	0	0
K00382 dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0	0	0	0	0	1	4	7	0	0	3	7	390	0	0	0	0	0	0	0	0	162	0	0	0	0	12	0	0	0	0	0	135
K00383 glutathione reductase (NADPH) [EC:1.8.1.7]	0	0	0	0	0	0	0	33	2	45	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00384 thioredoxin reductase (NADPH) [EC:1.8.1.9]	0	0	0	0	0	0	19	16	0	4	38	53	328	0	0	0	0	0	0	0	1	1136	0	0	0	0	37	0	0	0	0	4	138
K00390 phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
K00399 methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
K00400 methyl coenzyme M reductase system, component A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	221
K00401 methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16
K00402 methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
K00425 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	0	0	0	0	3	0	33	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00426 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00432 glutathione peroxidase [EC:1.11.1.9]	0	0	0	0	0	0	0	60	11	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	4	0	0	0	0	0	0
K00433 non-heme chloroperoxidase [EC:1.11.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
K00440 coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
K00441 coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	98
K00442 coenzyme F420 hydrogenase subunit delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	63
K00443 coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
K00525 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	0	0	0	0	5	0	9	4	0	5	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	26
K00526 ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00527 ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00528 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0
K00529 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00532 ferredoxin hydrogenase [EC:1.12.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00547 homocysteine S-methyltransferase [EC:2.1.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00548 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
K00549 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	282	0
K00554 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	0	0	0	1	0	27	13	0	0	4	12	121	0	0	0	0	0	0	0	0	9	0	0	0	0	14	0	0	0	0	0	0
K00555 tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	11
K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	53	0	167	0	0	0	0	0	0
K00560 thymidylate synthase [EC:2.1.1.45]	0	0	0	0	0	0	10	0	9	0	0	41	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	52	182
K00563 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	0	0	0	0	0	0	15	0	6	1	0	49	0	0	0	0	0	0	0	0	0	208	0	0	0	0	12	0	0	0	0	0	0
K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	0	0	0	0	0	0	43	43	0	1	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00566 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	0	0	0	0	0	0	9	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
K00567 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0	0	0	0	0	0	8	5	18	0	0	131	72	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	42
K00571 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	0	0	0	0	0	0	0	31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	0	0	0	0	5	0	0	222	4	7	0	92	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	259	0	0	7	0	16	0	0	0	0	0	0
K00577 tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
K00578 tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89
K00579 tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	385
K00580 tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
K00581 tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140
K00582 tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
K00583 tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	50
K00584 tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13
K00595 precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]	0	0	0	0	0	0	20	3	0	3	0	64	199	0	7	0	0	0	0	0	0	117	0	0	0	0	5	0	1	0	0	2	27
K00602 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0	0	0	0	1	0	8	0	0	23	0	112	467	0	1	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0
K00603 glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9]	0	0	0	0	0	0	20	0	0	1	0	8	457	0	0	0	0	0	0	0	0	353	0	0	0	0	7	0	0	0	0	0	0
K00605 aminomethyltransferase [EC:2.1.2.10]	0	0	0	0	0	0	23	0	0	0	0	0	403	5	0	0	0	0	0	0	0	120	0	0	0	0	4	0	0	0	0	0	0
K00609 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0	0	0	0	2	1	13	0	0	17	0	107	107	0	0	0	0	0	0	0	0	88	0	0	0	0	5	0	7	0	0	2	89
K00610 aspartate carbamoyltransferase regulatory subunit	0	0	0	0	0	0	0	0	0	0	0	0	97	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56
K00611 ornithine carbamoyltransferase [EC:2.1.3.3]	0	0	0	0	3	0	10	8	0	0	0	62	404	0	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	123
K00615 transketolase [EC:2.2.1.1]	0	0	0	0	0	0	114	233	0	0	0	0	502	0	0	0	0	0	0	0	0	95	0	0	0	0	59	0	0	0	1	0	0
K00616 transaldolase [EC:2.2.1.2]	0	0	0	0	0	0	17	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	10	0	32	0	0	0	0	0	0
K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0	0	0	0	0	0	23	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	17	95
K00625 phosphate acetyltransferase [EC:2.3.1.8]	0	0	0	0	0	0	0	0	2	1	0	66	218	0	0	0	0	0	0	0	0	79	0	0	0	0	9	0	0	0	0	0	0
K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0	0	0	0	0	0	18	283	6	13	0	130	44	0	0	6	0	0	0	0	0	103	0	0	0	0	13	0	0	0	0	6	1
K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	0	0	0	0	0	7	12	17	2	4	14	64	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
K00633 galactoside O-acetyltransferase [EC:2.3.1.18]	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00634 phosphate butyryltransferase [EC:2.3.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39
K00638 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00639 glycine C-acetyltransferase [EC:2.3.1.29]	0	0	0	0	0	0	13	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00640 serine O-acetyltransferase [EC:2.3.1.30]	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	2	0	0	0	0	7	29
K00641 homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	268
K00645 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	0	0	0	0	0	0	3	1	0	17	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	6	0	0	0	0	0	0
K00648 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	0	0	0	0	0	0	10	246	0	23	0	142	584	0	0	0	0	0	0	0	0	21	0	0	0	0	12	0	0	0	0	0	0
K00651 homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	0	1	0	0	1	0	0	0	0	0	0	0	519	0	1	0	0	0	0	0	0	42	0	0	0	0	6	0	0	0	0	0	0
K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	0	0	0	0	0	0	46	13	4	2	0	9	147	0	9	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0
K00656 formate C-acetyltransferase [EC:2.3.1.54]	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0
K00661 maltose O-acetyltransferase [EC:2.3.1.79]	0	0	0	0	0	0	0	74	0	8	8	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00662 aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00666 fatty-acyl-CoA synthase [EC:6.2.1.-]	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1
K00672 formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	49
K00674 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	0	0	0	0	0	0	20	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00681 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0
K00684 leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00686 protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
K00688 glycogen phosphorylase [EC:2.4.1.1]	0	0	0	41	0	0	25	0	0	0	0	0	1284	0	1	0	0	0	0	0	0	303	0	0	0	0	49	0	0	0	0	0	0
K00691 maltose phosphorylase [EC:2.4.1.8]	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00694 cellulose synthase (UDP-forming) [EC:2.4.1.12]	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00697 trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	232
K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	0	0	0	0	0	0	54	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
K00703 starch synthase [EC:2.4.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	407	0	2	0	0	0	0	0	0	79	0	0	0	0	21	0	0	0	0	0	0
K00705 4-alpha-glucanotransferase [EC:2.4.1.25]	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	262	0	0	0	0	22	0	0	0	0	0	0
K00712 poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
K00728 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00756 pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
K00757 uridine phosphorylase [EC:2.4.2.3]	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
K00758 thymidine phosphorylase [EC:2.4.2.4]	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00759 adenine phosphoribosyltransferase [EC:2.4.2.7]	0	0	0	0	0	0	8	0	0	0	0	3	86	0	0	0	0	0	0	0	0	17	0	0	0	0	6	0	0	0	0	18	0
K00760 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	0	0	0	0	0	0	14	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
K00761 uracil phosphoribosyltransferase [EC:2.4.2.9]	0	0	0	0	0	0	16	0	0	0	0	5	97	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	3	112
K00762 orotate phosphoribosyltransferase [EC:2.4.2.10]	0	0	0	0	5	0	6	113	0	3	0	12	119	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	74
K00763 nicotinate phosphoribosyltransferase [EC:6.3.4.21]	0	0	0	0	0	0	8	1	0	0	0	0	266	0	0	0	0	0	0	0	0	118	0	0	0	0	7	0	0	0	0	0	0
K00764 amidophosphoribosyltransferase [EC:2.4.2.14]	0	0	0	0	0	0	13	0	5	7	2	60	0	0	6	0	0	0	0	0	0	68	0	0	0	0	4	0	0	0	0	7	75
K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]	0	0	0	0	0	0	11	0	5	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	28	40
K00766 anthranilate phosphoribosyltransferase [EC:2.4.2.18]	0	0	0	0	0	0	31	0	0	0	0	0	517	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	22	17
K00767 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	0	0	0	0	0	0	26	0	0	0	0	0	528	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
K00768 nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00772 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	48
K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29]	0	0	0	0	0	0	9	26	0	0	0	0	105	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
K00782 L-lactate dehydrogenase complex protein LldG	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00783 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	0	0	0	0	0	0	0	0	0	0	0	12	146	0	0	1	0	0	0	0	0	24	0	0	0	0	19	0	0	0	0	0	0
K00784 ribonuclease Z [EC:3.1.26.11]	0	0	0	0	0	0	0	0	0	0	0	62	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	107
K00788 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	0	0	0	0	0	0	21	1	0	20	0	46	130	0	0	0	0	0	0	0	0	28	0	0	0	0	16	0	0	0	0	0	0
K00789 S-adenosylmethionine synthetase [EC:2.5.1.6]	0	0	0	0	0	0	4	9	5	1	0	7	370	0	0	0	0	0	0	0	0	108	0	0	0	0	11	0	1	0	0	0	182
K00790 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	0	0	0	0	0	0	5	94	0	10	0	18	486	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
K00791 tRNA dimethylallyltransferase [EC:2.5.1.75]	0	0	0	0	0	0	33	1	0	8	0	98	347	0	0	0	0	0	0	0	0	107	0	0	0	0	28	0	0	2	0	0	0
K00793 riboflavin synthase [EC:2.5.1.9]	0	0	0	0	0	0	10	262	0	0	0	0	510	0	0	0	0	0	0	0	0	38	0	0	0	0	4	0	0	0	0	4	11
K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	0	0	0	0	0	0	11	17	0	0	0	0	35	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9
K00796 dihydropteroate synthase [EC:2.5.1.15]	0	0	0	0	0	0	41	0	0	0	8	118	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00797 spermidine synthase [EC:2.5.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	231	0	0	0	0	2	0	0	0	0	0	0
K00798 cob(I)alamin adenosyltransferase [EC:2.5.1.17]	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00799 glutathione S-transferase [EC:2.5.1.18]	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00800 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	0	0	0	0	0	0	40	0	0	0	0	0	662	0	2	0	0	0	0	0	0	105	0	0	0	0	22	0	0	0	0	0	207
K00805 heptaprenyl diphosphate synthase [EC:2.5.1.30]	0	0	0	0	0	0	8	0	0	19	0	0	98	0	0	0	0	0	0	0	0	96	0	0	0	0	16	0	0	0	0	0	0
K00806 undecaprenyl diphosphate synthase [EC:2.5.1.31]	0	0	0	0	0	0	0	0	0	10	0	46	180	0	0	0	0	0	0	0	0	77	0	0	0	0	22	0	0	0	0	0	0
K00809 deoxyhypusine synthase [EC:2.5.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	15
K00812 aspartate aminotransferase [EC:2.6.1.1]	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	8	235
K00817 histidinol-phosphate aminotransferase [EC:2.6.1.9]	0	0	0	0	0	0	31	0	0	0	0	0	515	0	0	0	0	0	0	0	0	285	0	0	0	0	17	0	0	0	0	5	185
