#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Acetobacter nitrogenifigens	Acetobacter oeni	Acetobacter okinawensis	Acetobacter orientalis	Acetobacter papayae	Acetobacter persici	Acetobacter aceti	Gluconacetobacter diazotrophicus	Gluconacetobacter liquefaciens	Neoasaia chiangmaiensis	Desulfovibrio alcoholivorans	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium scatologenes	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Clostridiales bacterium oral taxon 876	Methanobacterium paludis
K00286 pyrroline-5-carboxylate reductase [EC:1.5.1.2]	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	9	0	35	16	0	1	0	55	2	0	0	0	0	34	7	0	0	0	0	13
K00287 dihydrofolate reductase [EC:1.5.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	36	11	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
K00290 saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0
K00294 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K00297 methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	15	0	0	2	95	0	0	0	0	0	0	1	0	0	0	0	0
K00311 electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00318 proline dehydrogenase [EC:1.5.5.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00319 methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
K00324 H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00325 H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00330 NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00332 NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	14	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00333 NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00334 NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	23	0	0	0	0	0	0	14	0	0	0	0	0	0
K00335 NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	52	0	1027	0	0	0	0	81	0	0	0	0	0	0
K00336 NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	15	0	0	0	0	0	0	5	0	4	0	0	0	0	109	5	0	0	0	0	0
K00337 NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00339 NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00341 NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	30	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00342 NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00343 NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00344 NADPH:quinone reductase [EC:1.6.5.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00362 nitrite reductase (NADH) large subunit [EC:1.7.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
K00364 GMP reductase [EC:1.7.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00368 nitrite reductase (NO-forming) [EC:1.7.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00372 assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0
K00375 GntR family transcriptional regulator / MocR family aminotransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	211	1	0	0	0	0	0	0	307	3	0	0	0	0	0
K00381 sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00382 dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	21	0	8	1	185	350	0	0	0	0	57	1	0	0	0	0	34
K00383 glutathione reductase (NADPH) [EC:1.8.1.7]	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	76	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00384 thioredoxin reductase (NADPH) [EC:1.8.1.9]	0	0	0	0	0	0	0	0	0	4	0	4	0	1	0	0	3	0	3	24	31	0	0	5	197	5	0	0	0	1	153	19	0	2	0	0	41
K00385 anaerobic sulfite reductase subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K00390 phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
K00400 methyl coenzyme M reductase system, component A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
K00401 methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K00425 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00426 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00428 cytochrome c peroxidase [EC:1.11.1.5]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00432 glutathione peroxidase [EC:1.11.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00433 non-heme chloroperoxidase [EC:1.11.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
K00440 coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
K00441 coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
K00442 coenzyme F420 hydrogenase subunit delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
K00443 coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
K00525 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	23	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	9
K00526 ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00527 ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00528 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	5	4	0	0	0	0	0	0	5	5	0	0	0	0	0
K00529 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00532 ferredoxin hydrogenase [EC:1.12.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0
K00547 homocysteine S-methyltransferase [EC:2.1.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	179	0	2	0	0	0	0	0	0	0	0	0	0
K00548 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	18	16	0	57	0	0	0	0	0	13	0	0	0	0	0
K00549 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	2	0	0	0	0	0
K00554 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	2	0	12	1	0	0	0	50	0	0	0	0	0	1	4	0	0	0	0	0
K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	40	0	0	0	0	0
K00560 thymidylate synthase [EC:2.1.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23	31	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	42
K00563 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	35	0	0	0	0	0	0	0	0	0	0	70	2	0	0	0	0	0
K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00566 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0	0	221	0	0	0	0	0	0	5	0	0	0	0	0
K00567 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	14	0	35	7	0	0	216	39	66	0	0	0	0	13	0	0	0	0	0	9
K00570 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00571 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00573 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	25	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	17	0	0	0	0	0	0
K00577 tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
K00578 tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
K00579 tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104
K00580 tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
K00581 tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
K00582 tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K00583 tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
K00584 tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
K00595 precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	29	1	0	0	0	76	0	0	0	0	0	31	2	0	0	0	0	10
K00602 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0	0	0	0	0	0	0	0	0	0	3	10	0	1	0	0	0	0	0	60	11	0	1	1	257	1	0	0	0	0	9	1	0	0	0	0	0
K00603 glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	21	0	0	9	262	1	0	0	0	0	28	3	0	0	0	0	0
K00605 aminomethyltransferase [EC:2.1.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	212	3	0	0	0	0	54	0	0	0	0	0	0
K00606 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	0	0	0	0	0	0	0	0	0	0	18	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00609 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0	0	0	0	0	0	0	0	0	0	17	4	0	0	0	2	6	0	0	58	10	0	128	0	66	0	0	0	0	0	12	0	0	0	0	0	17
K00610 aspartate carbamoyltransferase regulatory subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	46	0	0	0	0	0	0	0	0	0	0	0	18
K00611 ornithine carbamoyltransferase [EC:2.1.3.3]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	27	8	0	1	3	195	0	0	0	0	0	1	1	0	0	0	0	27
K00615 transketolase [EC:2.2.1.1]	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	47	18	0	0	34	0	0	12	266	9	0	0	0	0	13	35	0	0	0	0	0
K00616 transaldolase [EC:2.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	0	0	0	0	0	0	130	0	0	0	0	0	0	9	0	0	0	0	0
K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	7	0	0	0	27	0	0	0	241	0	0	0	0	0	0	4	0	0	0	0	22
K00625 phosphate acetyltransferase [EC:2.3.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	96	0	0	0	0	0	15	6	0	0	0	0	0
K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	59	0	0	0	137	12	74	0	0	0	0	39	3	0	1	0	0	0
K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	0	0	0	0	0	0	0	0	0	0	1856	39	0	0	0	13	1	0	2	28	20	0	0	0	0	596	0	0	0	0	15	0	0	0	0	0	0
K00633 galactoside O-acetyltransferase [EC:2.3.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00634 phosphate butyryltransferase [EC:2.3.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
K00638 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00639 glycine C-acetyltransferase [EC:2.3.1.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00640 serine O-acetyltransferase [EC:2.3.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	56	0	0	0	0	0	39	0	0	0	0	0	11
K00641 homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
K00643 5-aminolevulinate synthase [EC:2.3.1.37]	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00645 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	4	0	0	0	21	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0
K00648 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	8	19	0	71	20	0	0	13	319	6	0	0	0	0	1	3	0	0	0	0	0
K00651 homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	456	0	239	0	0	0	0	0	15	3	0	0	0	0	0
K00652 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	8	6	0	0	4	106	23	0	0	0	0	4	4	0	0	0	0	0
K00656 formate C-acetyltransferase [EC:2.3.1.54]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	4	0	0	0	0	18	0	0	0	0	0	0
K00658 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00661 maltose O-acetyltransferase [EC:2.3.1.79]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	41	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00666 fatty-acyl-CoA synthase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	10	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
K00672 formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
K00674 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	14	0	0	0	4	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
K00681 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	0	0	0	0	0	0	0	0	0	0	220	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0
K00684 leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
K00686 protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	393	0	0	0	0	0	0	1	0	0	0	0	0
K00688 glycogen phosphorylase [EC:2.4.1.1]	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	764	5	0	0	0	0	36	13	0	0	0	0	0
K00689 dextransucrase [EC:2.4.1.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00690 sucrose phosphorylase [EC:2.4.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00691 maltose phosphorylase [EC:2.4.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00694 cellulose synthase (UDP-forming) [EC:2.4.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00697 trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	8	37	0	0	0	0	0	8	0	0	0	0	0
K00703 starch synthase [EC:2.4.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	266	0	0	0	0	0	17	3	0	0	0	0	0
K00705 4-alpha-glucanotransferase [EC:2.4.1.25]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	93	0	0	0	0	0	0	30	4	0	0	0	0	0
K00712 poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	29	0	11	0	0	0	0	0	15	0	0	0	0	0
K00728 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
