#keggName_to_taxonName	Bacteroides fragilis	Bacteroides intestinalis	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. PI-S10-A1B	Clostridium sp. W14A	uncultured Clostridiales bacterium	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. PC13	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Clostridiales bacterium	Firmicutes bacterium CAG:83	Methanobacterium congolense	Methanobacterium paludis
K00344 NADPH:quinone reductase [EC:1.6.5.5]	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00346 Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00347 Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00362 nitrite reductase (NADH) large subunit [EC:1.7.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0
K00364 GMP reductase [EC:1.7.1.7]	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00374 nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00375 GntR family transcriptional regulator / MocR family aminotransferase	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	4	0	19	876	20	6	0	14	43	1	0	0	0
K00382 dihydrolipoamide dehydrogenase [EC:1.8.1.4]	3	0	0	28	0	0	0	58	0	0	20	44	0	502	0	0	0	0	0	0	69	155	0	2	0	0	21	117	5	0	111
K00383 glutathione reductase (NADPH) [EC:1.8.1.7]	0	0	0	0	0	0	0	0	34	0	266	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00384 thioredoxin reductase (NADPH) [EC:1.8.1.9]	0	0	0	0	14	0	0	41	7	1	65	96	0	454	0	9	0	0	1	0	51	471	0	14	20	24	41	13	0	0	124
K00390 phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
K00394 adenylylsulfate reductase, subunit A [EC:1.8.99.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00399 methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K00400 methyl coenzyme M reductase system, component A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	134
K00401 methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13
K00402 methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K00425 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	1	0	0	10	0	0	10	15	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00426 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	0	0	0	1	0	1	0	75	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00432 glutathione peroxidase [EC:1.11.1.9]	0	0	0	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	6	0	0	0	3	0	0	0	0	0
K00433 non-heme chloroperoxidase [EC:1.11.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	13	0	4	0	0	0	0	0
K00440 coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50
K00441 coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	79
K00442 coenzyme F420 hydrogenase subunit delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	66
K00443 coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	63
K00525 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	7	0	0	30	0	0	0	27	2	0	58	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22
K00526 ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K00528 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	1	0	0	35	12	0	0	0
K00532 ferredoxin hydrogenase [EC:1.12.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00537 arsenate reductase (glutaredoxin) [EC:1.20.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
K00547 homocysteine S-methyltransferase [EC:2.1.1.10]	0	0	0	0	0	0	0	0	0	0	0	34	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00548 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	0	0	4	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	4	0	0	0	11	0	1	183	96	0	0	0
K00549 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0	0	0	0	0	0	0	315	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	237	0
K00554 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	0	0	0	0	0	0	0	1	0	15	4	0	171	0	0	2	0	5	0	3	0	0	12	16	4	0	1	1	0	0
K00555 tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	5
K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	3	93	0	0	15	0	126	0	0	3	0	0	0	0
K00560 thymidylate synthase [EC:2.1.1.45]	0	0	0	0	0	0	0	0	0	0	83	97	0	0	0	0	0	0	0	0	7	12	0	0	0	0	5	0	0	38	107
K00563 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	0	0	0	0	0	0	0	0	1	0	64	0	0	0	0	0	1	0	1	0	3	162	14	5	39	0	0	1	0	0	0
K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	0	0	0	0	0	0	0	21	3	0	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00566 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	0	0	0	32	0	0	0	21	0	0	0	0	0	569	3	0	2	0	5	0	50	0	0	29	2	9	42	0	28	0	0
K00567 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0	0	0	0	0	0	0	6	0	0	139	3	0	97	0	0	2	0	0	1	0	55	0	0	0	3	0	0	0	0	37
K00571 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	0	0	0	0	0	3	0	3	0	0	0	52	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
K00573 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	0	0	0	0	0	0	8	0	7	0	121	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0	0	0	0	0	0	1	0	0	0	0	0	0	145	0	1	9	0	4	0	20	105	0	5	0	16	0	0	0	0	0
K00577 tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
K00578 tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
K00579 tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	246
K00580 tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140
K00581 tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
K00582 tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
K00583 tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	35
K00584 tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	10
K00595 precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
K00598 trans-aconitate 2-methyltransferase [EC:2.1.1.144]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0
K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]	0	0	0	0	0	0	0	22	4	0	83	7	1	279	0	0	0	0	0	0	3	41	0	1	0	6	11	0	0	3	24
K00602 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0	0	0	0	0	1	1	0	14	0	149	12	0	699	0	13	0	0	0	0	3	35	21	1	1	2	0	35	0	0	0
K00603 glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0
K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9]	0	0	0	0	5	1	0	10	3	0	21	25	0	689	0	0	1	0	3	0	7	139	0	9	3	2	1	2	4	0	0
K00605 aminomethyltransferase [EC:2.1.2.10]	0	0	0	2	0	0	1	0	0	0	0	0	0	616	0	0	0	0	3	1	31	64	0	5	0	0	59	22	28	0	0
K00606 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00609 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0	0	0	0	0	0	0	74	6	0	109	22	0	135	4	0	1	0	21	0	0	59	0	4	2	0	25	2	0	1	41
K00610 aspartate carbamoyltransferase regulatory subunit	0	14	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	1	61	0	0	7	0	1	0	0	47
K00611 ornithine carbamoyltransferase [EC:2.1.3.3]	0	0	0	0	0	0	3	2	0	0	58	27	0	578	1	0	0	0	0	0	2	22	2	3	0	6	1	1	0	0	96
K00615 transketolase [EC:2.2.1.1]	3	0	0	2	0	0	0	15	0	0	0	59	0	674	0	0	4	0	1	0	47	37	0	36	0	11	61	10	14	0	0
K00616 transaldolase [EC:2.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	290	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0
K00619 amino-acid N-acetyltransferase [EC:2.3.1.1]	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0	0	0	0	0	0	0	54	0	0	0	44	0	587	0	0	2	0	2	0	2	0	0	8	0	16	46	0	0	14	44
K00625 phosphate acetyltransferase [EC:2.3.1.8]	0	0	0	1	0	1	0	0	2	0	35	15	0	297	0	0	10	0	0	0	0	39	5	10	0	1	1	73	0	0	0
K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0	0	0	0	0	0	0	0	8	0	137	0	0	53	7	0	0	0	0	23	112	60	0	10	1	4	3	165	2	2	0
K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	0	0	0	0	0	0	0	52	1	4	81	57	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0	0	0	0
K00634 phosphate butyryltransferase [EC:2.3.1.19]	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	33
K00638 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00639 glycine C-acetyltransferase [EC:2.3.1.29]	0	0	0	0	0	0	0	0	0	0	106	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00640 serine O-acetyltransferase [EC:2.3.1.30]	0	0	0	21	0	0	0	0	0	0	0	33	0	14	0	0	0	0	0	0	1	61	0	0	0	0	0	0	8	3	18
K00641 homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	161
K00645 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	0	0	0	0	0	0	0	0	13	0	0	41	0	0	0	0	0	0	10	0	9	25	2	1	0	0	9	14	0	0	0
K00648 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	0	0	0	2	0	0	0	46	18	0	136	78	5	776	0	0	1	0	0	1	0	18	2	7	0	2	25	0	0	0	0
K00651 homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	2	0	0	15	0	0	3	14	0	0	0	0	0	770	0	0	0	0	1	0	0	19	3	3	0	7	1	4	0	0	0
K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	0	0	0	2	0	0	0	10	1	0	14	18	0	168	0	0	0	0	3	1	42	4	11	8	0	5	6	0	0	0	0
K00656 formate C-acetyltransferase [EC:2.3.1.54]	0	0	0	0	0	2	0	0	0	1	23	0	0	1	0	0	12	0	0	1	0	353	0	0	0	0	0	2	0	0	0
K00657 diamine N-acetyltransferase [EC:2.3.1.57]	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00658 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00661 maltose O-acetyltransferase [EC:2.3.1.79]	0	0	0	0	0	0	0	0	5	0	96	0	4	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
K00666 fatty-acyl-CoA synthase [EC:6.2.1.-]	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	68	0	0	0	0	0	0	0
K00672 formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	41
K00674 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	0	0	0	0	0	0	0	12	0	0	0	12	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00677 UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00681 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	134	0	2	0	0	0	0	0	0	0
K00686 protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	0	0	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0
K00688 glycogen phosphorylase [EC:2.4.1.1]	0	0	0	0	0	21	0	0	0	0	0	0	0	1847	12	1	13	0	12	1	85	144	11	25	2	24	74	15	0	0	0
K00689 dextransucrase [EC:2.4.1.5]	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00690 sucrose phosphorylase [EC:2.4.1.7]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
K00691 maltose phosphorylase [EC:2.4.1.8]	0	0	0	24	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00694 cellulose synthase (UDP-forming) [EC:2.4.1.12]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00697 trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	163
K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	32	0	23	21	0	10	0	31	1	0	0
K00702 cellobiose phosphorylase [EC:2.4.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	9	0	0	0	0	0
K00703 starch synthase [EC:2.4.1.21]	0	0	0	14	0	0	0	0	0	0	0	0	0	693	0	0	10	0	0	0	34	79	35	13	13	4	46	0	0	0	0
K00705 4-alpha-glucanotransferase [EC:2.4.1.25]	0	0	0	38	0	0	0	0	0	0	0	0	0	8	0	0	1	0	3	1	25	131	0	10	0	11	27	124	0	0	0
K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0
K00728 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	64	0	0	0	0
K00748 lipid-A-disaccharide synthase [EC:2.4.1.182]	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00756 pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0
K00757 uridine phosphorylase [EC:2.4.2.3]	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2	14	0	0	6	0	1	0	0	0	0
K00759 adenine phosphoribosyltransferase [EC:2.4.2.7]	0	0	0	2	0	0	0	0	0	0	0	2	0	104	0	0	0	0	0	0	1	14	0	4	0	1	0	1	0	12	0
K00760 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	0	0	0	5	0	0	0	61	1	0	3	19	0	1	36	0	6	0	0	0	0	0	0	5	0	1	17	34	0	0	0
K00761 uracil phosphoribosyltransferase [EC:2.4.2.9]	0	0	0	0	0	0	0	50	0	0	13	0	0	108	0	0	0	0	0	0	1	37	1	0	0	0	3	15	0	0	74
K00762 orotate phosphoribosyltransferase [EC:2.4.2.10]	0	0	0	0	0	0	2	0	5	0	4	27	0	225	0	0	0	0	0	0	0	0	0	16	1	3	46	11	0	1	64
K00763 nicotinate phosphoribosyltransferase [EC:6.3.4.21]	17	0	0	2	0	0	0	3	1	0	0	16	0	325	1	0	0	0	4	1	45	39	0	0	2	10	0	0	24	0	0
K00764 amidophosphoribosyltransferase [EC:2.4.2.14]	0	0	0	1	0	0	0	27	15	0	60	13	0	0	4	0	0	0	3	0	4	37	5	6	0	16	0	141	0	4	47
K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]	7	0	0	0	0	0	0	24	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	1	10	3	0	9	18
K00766 anthranilate phosphoribosyltransferase [EC:2.4.2.18]	2	0	0	0	0	0	0	28	0	0	0	0	0	576	0	0	0	0	3	0	0	68	0	0	0	0	0	4	0	14	12
K00767 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	0	0	0	0	0	0	2	2	0	0	0	0	0	796	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	26
K00768 nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
K00772 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	39
K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29]	0	0	0	0	0	0	0	46	0	0	0	6	0	117	3	0	0	0	1	0	0	6	0	2	0	0	8	2	4	0	0
K00782 L-lactate dehydrogenase complex protein LldG	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00783 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	0	0	0	0	0	3	0	0	0	0	15	0	0	184	0	2	0	0	0	0	16	14	0	5	0	0	24	0	0	0	0
K00784 ribonuclease Z [EC:3.1.26.11]	0	0	0	4	0	0	0	0	0	0	48	21	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	71
K00786 glycosyltransferase [EC:2.4.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00788 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	0	0	0	0	0	10	0	0	25	0	80	43	0	181	0	0	0	0	0	0	2	21	3	9	0	0	0	2	0	0	0
K00789 S-adenosylmethionine synthetase [EC:2.5.1.6]	0	0	0	2	0	0	0	80	6	0	15	12	0	559	0	0	7	0	0	0	8	136	0	5	1	0	3	33	5	0	103
K00790 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	0	0	0	43	0	0	0	34	8	0	46	0	14	669	6	6	3	0	13	2	0	0	9	14	1	13	99	1	14	0	0
K00791 tRNA dimethylallyltransferase [EC:2.5.1.75]	0	0	1	42	0	25	0	69	1	0	132	56	0	455	0	0	7	0	0	0	15	46	0	14	0	6	0	25	0	0	0
K00793 riboflavin synthase [EC:2.5.1.9]	0	0	0	2	0	0	0	0	0	0	0	0	0	611	0	0	0	0	0	0	0	8	0	2	0	14	0	7	0	8	17
K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	0	0	0	2	0	0	0	1	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6
K00796 dihydropteroate synthase [EC:2.5.1.15]	0	0	9	20	0	0	0	0	0	3	119	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00797 spermidine synthase [EC:2.5.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	14	0	7	0	0	299	0	1	0	0	0	0	0	0	0
K00798 cob(I)alamin adenosyltransferase [EC:2.5.1.17]	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00799 glutathione S-transferase [EC:2.5.1.18]	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00800 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	6	0	10	6	0	0	1	37	0	0	0	53	0	892	0	0	0	0	2	27	9	70	1	12	0	4	92	0	0	0	134
K00805 heptaprenyl diphosphate synthase [EC:2.5.1.30]	0	0	0	0	0	0	0	94	8	0	0	59	0	130	0	0	0	0	1	0	0	20	0	9	0	0	0	0	0	0	0
K00806 undecaprenyl diphosphate synthase [EC:2.5.1.31]	0	0	0	1	0	0	0	2	3	0	51	13	0	302	0	0	7	0	1	10	3	81	3	11	0	16	0	4	1	0	0
K00809 deoxyhypusine synthase [EC:2.5.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	19
K00812 aspartate aminotransferase [EC:2.6.1.1]	0	0	13	19	0	0	19	0	0	0	0	0	0	4	22	0	0	0	0	0	6	10	0	0	1	0	49	0	0	12	180
K00817 histidinol-phosphate aminotransferase [EC:2.6.1.9]	6	0	0	21	0	0	3	184	0	0	0	46	0	617	0	0	3	0	0	0	20	143	7	6	0	0	48	7	0	1	133
K00820 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	0	0	0	0	0	0	0	141	13	3	159	44	1	495	10	24	2	0	1	15	36	124	0	14	0	11	0	182	0	2	217
K00821 acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	0	0	0	1	0	0	0	5	0	0	0	0	0	413	0	1	11	0	7	0	13	32	1	9	0	28	3	19	0	19	22
K00823 4-aminobutyrate aminotransferase [EC:2.6.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
