#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Acetobacter cibinongensis	Acetobacter fabarum	Acetobacter nitrogenifigens	Acetobacter oeni	Acetobacter okinawensis	Acetobacter orientalis	Acetobacter papayae	Acetobacter pasteurianus	Acetobacter peroxydans	Acetobacter persici	Acetobacter senegalensis	Acetobacter aceti	Acetobacter tropicalis	Acidomonas methanolica	Gluconacetobacter diazotrophicus	Gluconacetobacter liquefaciens	Neoasaia chiangmaiensis	Azospira oryzae	Azospira sp. I13	Desulfovibrio alcoholivorans	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium amylolyticum	Clostridium kluyveri	Oscillibacter ruminantium	Oscillibacter valericigenes	Desulfitobacterium metallireducens	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Clostridiales bacterium oral taxon 876
K00390 phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00405 cytochrome c oxidase cbb3-type subunit II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00406 cytochrome c oxidase cbb3-type subunit III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00411 ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00425 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
K00426 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
K00428 cytochrome c peroxidase [EC:1.11.1.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00432 glutathione peroxidase [EC:1.11.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
K00507 stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00525 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	61	0	0	0	0	0	4	0	0	0	0	75	0	0	0
K00528 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	51	0	0	0
K00532 ferredoxin hydrogenase [EC:1.12.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
K00537 arsenate reductase (glutaredoxin) [EC:1.20.4.1]	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00547 homocysteine S-methyltransferase [EC:2.1.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0
K00549 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
K00554 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	0	2	0	9	0	0	3	0	0	0
K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
K00560 thymidylate synthase [EC:2.1.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0
K00563 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	28	0	0	0	0
K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
K00566 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	31	0	0	0	0	0	0	0	23	0	0	107	0	0	0
K00567 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	12	0	0	0	0
K00570 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00571 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
K00573 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	13	0	28	0	0	0	0	0	0
K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	9	0	10	40	0	0	0
K00595 precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	10	0	16	0	13	8	0	0	0
K00602 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	21	0	0	0	0	0	13	0	27	0	2	175	0	0	0
K00603 glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	17	6	0	0	0
K00605 aminomethyltransferase [EC:2.1.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	32	24	0	0	0
K00606 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	1	36	0	0	0
K00609 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	3	0	7	0	6	53	0	0	0
K00610 aspartate carbamoyltransferase regulatory subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
K00611 ornithine carbamoyltransferase [EC:2.1.3.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	9	0	29	0	0	73	0	0	0
K00615 transketolase [EC:2.2.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	1	41	0	0	0
K00616 transaldolase [EC:2.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	100	0	0	0
K00619 amino-acid N-acetyltransferase [EC:2.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	79	0	0	0
K00625 phosphate acetyltransferase [EC:2.3.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	7	109	0	0	0
K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	43	0	0	0	0	0	12	0	4	0	33	284	0	0	0
K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1849	0	0	21	0	0	0	0	0	0	12	0	2	0	0	0	8	0	0	0	0
K00632 acetyl-CoA acyltransferase [EC:2.3.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
K00633 galactoside O-acetyltransferase [EC:2.3.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K00638 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
K00639 glycine C-acetyltransferase [EC:2.3.1.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
K00640 serine O-acetyltransferase [EC:2.3.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	27	0	0	0	0
K00641 homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00643 5-aminolevulinate synthase [EC:2.3.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00645 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	125	0	0	0
K00648 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1	0	0	9	0	0	0	0	0	16	0	55	0	3	13	0	0	0
K00651 homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	6	19	0	0	0
K00652 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	1	21	0	0	0
K00656 formate C-acetyltransferase [EC:2.3.1.54]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
K00658 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00661 maltose O-acetyltransferase [EC:2.3.1.79]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
K00666 fatty-acyl-CoA synthase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	31	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0
K00674 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0
K00681 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	237	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0
K00684 leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00686 protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
K00688 glycogen phosphorylase [EC:2.4.1.1]	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	19	226	0	0	0
K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	54	0	0	0
K00703 starch synthase [EC:2.4.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	24	37	0	0	0
K00705 4-alpha-glucanotransferase [EC:2.4.1.25]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	62	0	0	0
K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0
K00748 lipid-A-disaccharide synthase [EC:2.4.1.182]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00757 uridine phosphorylase [EC:2.4.2.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K00759 adenine phosphoribosyltransferase [EC:2.4.2.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	28	0	0	0
K00760 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	8	0	0	0
K00761 uracil phosphoribosyltransferase [EC:2.4.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	3	0	0	0	0
K00762 orotate phosphoribosyltransferase [EC:2.4.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0
K00763 nicotinate phosphoribosyltransferase [EC:6.3.4.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5	103	0	0	0
K00764 amidophosphoribosyltransferase [EC:2.4.2.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	11	86	0	0	0
K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	4	0	0	0
K00766 anthranilate phosphoribosyltransferase [EC:2.4.2.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	12	137	0	0	0
K00767 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	32	0	0	15	0	0	0
K00769 xanthine phosphoribosyltransferase [EC:2.4.2.22]	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00772 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
K00782 L-lactate dehydrogenase complex protein LldG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
K00783 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	8	0	1	23	0	0	0
K00784 ribonuclease Z [EC:3.1.26.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
K00786 glycosyltransferase [EC:2.4.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
K00788 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	13	0	9	0	5	72	0	0	0
K00789 S-adenosylmethionine synthetase [EC:2.5.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	63	0	0	0	0	0	0	0	0	0	0	1	0	38	0	4	8	0	0	0
K00790 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	53	0	0	66	0	0	0
K00791 tRNA dimethylallyltransferase [EC:2.5.1.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	8	0	20	0	6	48	0	0	0
K00793 riboflavin synthase [EC:2.5.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	11	16	0	0	0
K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
K00796 dihydropteroate synthase [EC:2.5.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	179	0	0	0
K00797 spermidine synthase [EC:2.5.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	102	0	0	0	0
K00798 cob(I)alamin adenosyltransferase [EC:2.5.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00799 glutathione S-transferase [EC:2.5.1.18]	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	170	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00800 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	15	136	0	0	0
K00805 heptaprenyl diphosphate synthase [EC:2.5.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	88	0	0	0
K00806 undecaprenyl diphosphate synthase [EC:2.5.1.31]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	18	0	15	4	0	0	0
K00812 aspartate aminotransferase [EC:2.6.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
K00817 histidinol-phosphate aminotransferase [EC:2.6.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	26	85	0	1	0
K00820 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	24	0	11	65	0	0	0
K00821 acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	1	129	0	0	0
K00823 4-aminobutyrate aminotransferase [EC:2.6.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0
K00826 branched-chain amino acid aminotransferase [EC:2.6.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	17	0	0	20	0	0	0
K00831 phosphoserine aminotransferase [EC:2.6.1.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00832 aromatic-amino-acid transaminase [EC:2.6.1.57]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00839 (S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00841 aminotransferase [EC:2.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
K00845 glucokinase [EC:2.7.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	11	14	0	0	0
K00847 fructokinase [EC:2.7.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	8	0	0	0	0
K00849 galactokinase [EC:2.7.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
K00850 6-phosphofructokinase 1 [EC:2.7.1.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
K00851 gluconokinase [EC:2.7.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
K00853 L-ribulokinase [EC:2.7.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
K00854 xylulokinase [EC:2.7.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
K00858 NAD+ kinase [EC:2.7.1.23]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0	53	0	5	52	0	0	0
K00859 dephospho-CoA kinase [EC:2.7.1.24]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	45	0	0	0
K00864 glycerol kinase [EC:2.7.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	2	0	0	89	0	0	0	0
K00865 glycerate 2-kinase [EC:2.7.1.165]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	28	0	0	0	19	0	0	0	0
K00867 type I pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
K00868 pyridoxine kinase [EC:2.7.1.35]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	24	0	0	0	0
K00869 mevalonate kinase [EC:2.7.1.36]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
K00872 homoserine kinase [EC:2.7.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
K00873 pyruvate kinase [EC:2.7.1.40]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	21	89	0	0	0
K00874 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	10	0	0	0	0
