#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides luti	Bacteroides pyogenes	Bacteroides reticulotermitis	Bacteroides sp. KCTC 15687	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium luticellarii	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	uncultured Clostridiales bacterium	Anaerotignum propionicum	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium D5	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Intestinimonas timonensis	Clostridiales bacterium	Methanobacterium paludis
K00442 coenzyme F420 hydrogenase subunit delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K00443 coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
K00525 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	6	0	0	0	0	0	0	0	0	0	3	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
K00526 ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00528 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	43	0	0	0
K00532 ferredoxin hydrogenase [EC:1.12.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00537 arsenate reductase (glutaredoxin) [EC:1.20.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
K00547 homocysteine S-methyltransferase [EC:2.1.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	151	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
K00548 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	227	0	0	0
K00549 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
K00554 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	38	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0
K00555 tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	15	0	110	0	0	0	0	0	0	0
K00560 thymidylate synthase [EC:2.1.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	7	0	22	46	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	29
K00563 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	0	0	0	0	0	0	0	0	0	0	0	0	26	0	12	0	0	0	0	0	0	0	0	0	0	30	0	4	0	0	0	0	0	0	0
K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00566 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	132	0	0	0	0	0	84	0	0	0	44	0	0	0	58	0	0	0
K00567 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21	10	0	26	0	0	0	0	0	32	0	10	0	0	0	0	0	0	0	0	11
K00571 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	0	0	0	0	0	0	0	0	0	0	9	0	7	0	30	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	37	0	14	0	5	0	0	0	0	0	0	0
K00577 tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
K00578 tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
K00579 tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
K00580 tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
K00581 tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
K00583 tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	0	70	0	0	0	0	0	9	0	4	0	2	0	0	0	5	0	0	7
K00602 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	39	9	0	202	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
K00603 glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	211	0	0	0	0	0	78	0	9	0	1	0	0	0	0	0	0	0
K00605 aminomethyltransferase [EC:2.1.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	46	0	16	0	5	0	0	0	65	0	0	0
K00606 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
K00609 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	19	0	34	1	0	0	0	0	19	0	3	0	3	1	1	0	32	0	0	20
K00610 aspartate carbamoyltransferase regulatory subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
K00611 ornithine carbamoyltransferase [EC:2.1.3.3]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	34	36	0	180	0	0	0	0	0	4	0	7	0	2	0	0	0	0	0	0	20
K00615 transketolase [EC:2.2.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	166	0	0	0	0	0	9	0	13	0	62	0	0	0	85	0	0	0
K00616 transaldolase [EC:2.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	170	0	0	0	0	0	2	0	0	0	7	0	0	0	89	0	0	22
K00625 phosphate acetyltransferase [EC:2.3.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	3	0	17	3	0	88	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0
K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	12	0	30	4	0	13	0	6	0	0	0	0	0	39	0	0	0	0	1	1	0	0	0
K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	0	0	0	0	0	0	0	0	0	0	0	2	3	0	18	29	0	0	0	0	0	0	0	83	0	3	0	0	0	0	0	0	0	0	0
K00634 phosphate butyryltransferase [EC:2.3.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
K00638 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00639 glycine C-acetyltransferase [EC:2.3.1.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
K00640 serine O-acetyltransferase [EC:2.3.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	53	0	0	0	0	0	4	0	36	0	0	0	0	0	0	0	0	11
K00641 homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
K00645 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	18	0	0	0
K00648 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	37	0	216	0	0	0	0	0	16	0	1	0	1	0	0	0	39	0	0	0
K00651 homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	4	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	210	0	0	0	0	0	11	0	1	0	0	0	0	0	5	0	0	0
K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	4	0	50	0	0	0	0	0	6	0	3	0	4	0	0	0	2	0	0	0
K00656 formate C-acetyltransferase [EC:2.3.1.54]	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	11	0	618	0	0	0	0	0	0	0	0	0
K00661 maltose O-acetyltransferase [EC:2.3.1.79]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K00666 fatty-acyl-CoA synthase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1
K00672 formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
K00674 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K00681 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	0	0	0	0
K00686 protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K00688 glycogen phosphorylase [EC:2.4.1.1]	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	523	0	0	0	0	0	41	0	27	0	5	0	0	0	101	0	0	0
K00689 dextransucrase [EC:2.4.1.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00691 maltose phosphorylase [EC:2.4.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00697 trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0
K00703 starch synthase [EC:2.4.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	16	0	16	0	9	0	0	0	54	0	0	0
K00705 4-alpha-glucanotransferase [EC:2.4.1.25]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	9	0	0	0	0	0	49	0	0	0
K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
K00728 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
K00756 pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
K00757 uridine phosphorylase [EC:2.4.2.3]	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
K00759 adenine phosphoribosyltransferase [EC:2.4.2.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	1
K00760 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
K00761 uracil phosphoribosyltransferase [EC:2.4.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	33	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	14
K00762 orotate phosphoribosyltransferase [EC:2.4.2.10]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	8	0	47	0	0	0	0	0	4	0	0	0	1	0	0	0	8	0	0	16
K00763 nicotinate phosphoribosyltransferase [EC:6.3.4.21]	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	81	0	0	0	0	0	13	0	1	0	4	0	0	0	0	0	0	0
K00764 amidophosphoribosyltransferase [EC:2.4.2.14]	1	0	0	0	0	0	0	0	0	0	0	0	6	0	17	12	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	12
K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]	42	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	23	0	0	14
K00766 anthranilate phosphoribosyltransferase [EC:2.4.2.18]	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	8
K00767 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	222	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	8
K00768 nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
K00772 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	30	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0
K00782 L-lactate dehydrogenase complex protein LldG	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00783 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	51	0	0	0	0	0	6	0	2	0	5	0	0	0	38	0	0	0
K00784 ribonuclease Z [EC:3.1.26.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	0	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	12
K00786 glycosyltransferase [EC:2.4.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00788 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	68	31	0	49	0	0	0	0	0	48	0	4	0	0	0	0	0	0	0	0	0
K00789 S-adenosylmethionine synthetase [EC:2.5.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	5	0	136	0	0	0	0	0	3	0	69	0	0	0	0	0	1	0	0	33
K00790 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	191	0	0	0	0	0	63	0	0	0	3	0	0	0	128	0	0	0
K00791 tRNA dimethylallyltransferase [EC:2.5.1.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	12	0	96	0	0	0	0	0	17	0	4	0	9	0	0	2	0	0	0	0
K00793 riboflavin synthase [EC:2.5.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	21	0	4	0	0	0	0	0	0	0	0	3
K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
K00796 dihydropteroate synthase [EC:2.5.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00797 spermidine synthase [EC:2.5.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	22	0	77	0	1	0	0	0	0	0	0	0
K00799 glutathione S-transferase [EC:2.5.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00800 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	34	0	236	0	0	0	0	0	31	0	9	0	2	0	0	0	18	0	0	38
K00805 heptaprenyl diphosphate synthase [EC:2.5.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	38	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
K00806 undecaprenyl diphosphate synthase [EC:2.5.1.31]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	7	0	61	0	0	0	0	0	32	0	19	0	7	0	0	0	0	0	0	0
K00809 deoxyhypusine synthase [EC:2.5.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K00812 aspartate aminotransferase [EC:2.6.1.1]	0	0	43	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	27	0	7	0	0	0	0	0	69	0	0	31
K00817 histidinol-phosphate aminotransferase [EC:2.6.1.9]	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	26	0	195	0	1	0	0	0	4	0	22	0	0	0	0	0	92	0	0	41
K00820 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	23	0	266	0	0	0	0	0	33	0	9	0	7	0	0	0	2	0	1	65
K00821 acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	128	0	0	0	0	0	16	0	4	0	7	0	0	0	1	0	0	12
K00823 4-aminobutyrate aminotransferase [EC:2.6.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	7	0	0	0	0	0	0	0	0	0
K00824 D-alanine transaminase [EC:2.6.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
K00826 branched-chain amino acid aminotransferase [EC:2.6.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	5	0	0	0	78	0	0	31
K00831 phosphoserine aminotransferase [EC:2.6.1.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0
K00833 adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
K00841 aminotransferase [EC:2.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
K00845 glucokinase [EC:2.7.1.2]	90	0	0	0	0	0	0	0	0	0	0	0	0	0	41	2	0	0	0	0	0	0	0	102	0	9	0	1	0	0	0	0	0	0	0
K00847 fructokinase [EC:2.7.1.4]	10	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	5	0	47	0	0	0	0	0	0	0
K00849 galactokinase [EC:2.7.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K00850 6-phosphofructokinase 1 [EC:2.7.1.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	4	0	0	0	1	0	0	0
K00851 gluconokinase [EC:2.7.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	5	0	51	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00852 ribokinase [EC:2.7.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	70	0	0	0	0	0	0	0	24	0	0	0	35	0	0	0	69	0	0	10
K00853 L-ribulokinase [EC:2.7.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00854 xylulokinase [EC:2.7.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	69	0	38	0	0	0	0	0	0	0
K00857 thymidine kinase [EC:2.7.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
K00858 NAD+ kinase [EC:2.7.1.23]	0	0	0	0	0	0	0	0	0	0	19	0	0	0	14	8	0	201	0	0	0	0	0	10	0	0	0	4	0	0	0	156	0	0	2
K00859 dephospho-CoA kinase [EC:2.7.1.24]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	12	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	18	0	0	0
K00864 glycerol kinase [EC:2.7.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	21	0	45	0	81	0	0	0	0	0	0	0
K00865 glycerate 2-kinase [EC:2.7.1.165]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	9	0	32	0	0	0	0	0	0	0
K00867 type I pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00868 pyridoxine kinase [EC:2.7.1.35]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	29	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	5	0	0	0
K00869 mevalonate kinase [EC:2.7.1.36]	0	0	0	0	0	0	0	0	0	0	0	0	10	0	83	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
K00872 homoserine kinase [EC:2.7.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
K00873 pyruvate kinase [EC:2.7.1.40]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	22	0	4	0	0	0	113	0	0	0
K00874 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	12	0	4	0	6	0	0	0	21	0	0	0
K00876 uridine kinase [EC:2.7.1.48]	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	170	0	0	0	0	0	41	0	19	0	5	0	0	0	17	0	0	0
K00878 hydroxyethylthiazole kinase [EC:2.7.1.50]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	1	0	66	0	0	0	0	0	23	0	13	0	0	0	0	0	0	0	0	0
K00882 1-phosphofructokinase [EC:2.7.1.56]	0	0	0	0	0	0	0	0	0	0	0	0	28	0	4	27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
