#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides intestinalis	Bacteroides luti	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Dysgonomonas sp. BGC7	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Desulfovibrio sp. AM18-2	Actinomyces provencensis	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium scatologenes	Clostridium tyrobutyricum	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Desulfitobacterium metallireducens	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium
K00525 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	6	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	93	16	0	0	0	0	0	1	1	0	0	0	0	0	0	11	0	0	0	0
K00526 ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00528 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	9	0	6	1	0
K00532 ferredoxin hydrogenase [EC:1.12.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00547 homocysteine S-methyltransferase [EC:2.1.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1104	0	1	0	0	1	0	0	0	0	0	0	0	0	0
K00548 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	53	0	14	1	0
K00549 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	25	0	0
K00554 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	347	0	0	0	0	0	0	0	0	0	3	0	4	0	0
K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	40	0	0	76	0	0
K00560 thymidylate synthase [EC:2.1.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	161	70	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K00563 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	3	0	0
K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	146	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00566 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1213	0	0	1	0	0	0	0	0	3	18	0	15	0	0
K00567 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	200	7	0	0	44	260	0	8	0	0	0	0	0	0	2	1	0	0	0	0
K00571 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00574 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	0	0	0	0	0	0	0	0	0	0	43	0	0	0	8	0	173	2	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	344	0	0	0	0	0	0	0	0	1	2	0	1	0	0
K00595 precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	3	0	0	0	492	0	0	0	0	0	0	0	0	3	1	0	1	0	0
K00602 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	322	13	0	0	0	1418	0	0	0	0	0	0	0	0	4	24	0	0	1	0
K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	33	0	0	1	1312	0	0	0	0	0	0	0	0	18	0	0	0	0	0
K00605 aminomethyltransferase [EC:2.1.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054	0	0	0	0	0	0	0	0	12	4	0	1	0	0
K00606 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0
K00609 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	302	27	0	36	0	308	1	0	0	0	0	0	0	0	1	14	0	4	0	0
K00610 aspartate carbamoyltransferase regulatory subunit	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00611 ornithine carbamoyltransferase [EC:2.1.3.3]	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	111	10	0	0	2	1129	0	0	0	0	0	0	0	0	0	11	0	0	0	0
K00615 transketolase [EC:2.2.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	2	1331	1	0	0	0	0	0	0	0	1	5	0	26	0	0
K00616 transaldolase [EC:2.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	12	0	4	0	0
K00619 amino-acid N-acetyltransferase [EC:2.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	1182	0	0	0	0	0	0	0	0	0	13	0	4	3	0
K00625 phosphate acetyltransferase [EC:2.3.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	85	8	0	0	0	586	0	0	0	0	0	0	0	0	3	22	0	2	0	0
K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	7	0	0	30	92	0	11	1	0	1	0	0	0	36	60	0	16	3	0
K00627 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	5	147	48	0	0	0	0	0	97	0	0	0	0	0	0	1	0	0	0	0	0
K00632 acetyl-CoA acyltransferase [EC:2.3.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K00633 galactoside O-acetyltransferase [EC:2.3.1.18]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00638 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00640 serine O-acetyltransferase [EC:2.3.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	110	2	0	0	0	0
K00645 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	3	0	0
K00648 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	59	0	0	1	1671	0	0	0	0	0	0	0	0	2	0	0	5	0	0
K00651 homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0	0	0	8	0	67	0	1574	0	0	0	0	0	0	0	0	1	12	0	0	0	0
K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	30	11	0	0	3	447	0	3	0	0	0	0	2	0	1	2	0	3	0	0
K00656 formate C-acetyltransferase [EC:2.3.1.54]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	22	39	0	0	0	0
K00661 maltose O-acetyltransferase [EC:2.3.1.79]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	142	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K00666 fatty-acyl-CoA synthase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
K00674 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00681 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
K00684 leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00686 protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1430	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K00688 glycogen phosphorylase [EC:2.4.1.1]	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	3935	0	3	3	0	1	0	0	0	13	41	0	14	2	0
K00689 dextransucrase [EC:2.4.1.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00691 maltose phosphorylase [EC:2.4.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00694 cellulose synthase (UDP-forming) [EC:2.4.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	6	3	0	0	0	0	0	3	6	0	16	2	0
K00703 starch synthase [EC:2.4.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1359	0	0	0	0	0	0	0	0	17	4	0	8	0	0
K00705 4-alpha-glucanotransferase [EC:2.4.1.25]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	4	20	0	4	0	0
K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	16	0	13	0	0
K00756 pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0
K00757 uridine phosphorylase [EC:2.4.2.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
K00759 adenine phosphoribosyltransferase [EC:2.4.2.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	9	9	0	5	0	0
K00760 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	0	15	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0
K00761 uracil phosphoribosyltransferase [EC:2.4.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	294	0	0	0	0	0	0	0	0	2	1	0	0	0	0
K00762 orotate phosphoribosyltransferase [EC:2.4.2.10]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	12	0	0	0	274	0	0	0	0	0	0	0	0	0	15	0	5	0	0
K00763 nicotinate phosphoribosyltransferase [EC:6.3.4.21]	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	790	0	0	0	0	0	0	0	0	1	15	0	1	0	0
K00764 amidophosphoribosyltransferase [EC:2.4.2.14]	2	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	103	14	0	0	0	0	0	0	3	0	0	0	0	0	2	8	0	2	0	0
K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	3	0	0
K00766 anthranilate phosphoribosyltransferase [EC:2.4.2.18]	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1129	0	0	1	0	0	0	0	0	9	27	0	0	0	0
K00767 nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1358	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K00768 nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K00772 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	256	0	0	0	0	0	0	0	0	0	3	0	2	0	0
K00782 L-lactate dehydrogenase complex protein LldG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
K00783 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	306	0	0	0	0	0	0	0	0	0	5	0	4	0	0
K00784 ribonuclease Z [EC:3.1.26.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	20	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K00788 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	28	0	0	12	380	0	0	0	0	0	0	0	0	0	9	0	3	0	0
K00789 S-adenosylmethionine synthetase [EC:2.5.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	0	0	0	960	0	0	0	0	0	0	0	0	6	2	0	0	0	0
K00790 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	2	1309	0	0	0	0	0	0	0	0	31	19	0	4	1	0
K00791 tRNA dimethylallyltransferase [EC:2.5.1.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	52	0	0	0	983	0	0	0	0	0	0	0	0	3	7	0	10	0	0
K00793 riboflavin synthase [EC:2.5.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326	0	0	0	0	0	0	0	0	0	6	0	6	0	0
K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00796 dihydropteroate synthase [EC:2.5.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	301	0	0	0	1	938	0	0	0	0	0	0	0	0	0	28	0	0	0	0
K00797 spermidine synthase [EC:2.5.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	117	0	0	1	0	0
K00800 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	2	1739	0	0	0	0	0	0	0	0	1	22	0	0	0	0
K00805 heptaprenyl diphosphate synthase [EC:2.5.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	333	0	3	0	0	0	0	0	0	0	18	0	3	0	0
K00806 undecaprenyl diphosphate synthase [EC:2.5.1.31]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	15	0	0	0	479	0	5	0	0	0	0	0	0	4	2	0	20	2	0
K00812 aspartate aminotransferase [EC:2.6.1.1]	0	0	9	0	0	0	3	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K00817 histidinol-phosphate aminotransferase [EC:2.6.1.9]	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	52	0	0	1	1416	0	0	0	0	0	0	0	0	5	12	0	5	0	1
K00820 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	328	34	0	0	0	1795	0	3	0	0	0	0	0	0	9	15	0	0	0	0
K00821 acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	741	0	0	0	0	0	0	0	0	2	24	0	6	0	0
K00823 4-aminobutyrate aminotransferase [EC:2.6.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0
K00824 D-alanine transaminase [EC:2.6.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K00826 branched-chain amino acid aminotransferase [EC:2.6.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	13	713	0	0	1	0	0	0	0	0	1	9	0	1	0	0
K00831 phosphoserine aminotransferase [EC:2.6.1.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
K00841 aminotransferase [EC:2.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
K00845 glucokinase [EC:2.7.1.2]	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	4	0	0	4	0	0	0	7	0	0	0	0	0	7	1	0	2	0	0
K00847 fructokinase [EC:2.7.1.4]	73	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	0	0
K00849 galactokinase [EC:2.7.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	41	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00850 6-phosphofructokinase 1 [EC:2.7.1.11]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43	25	0	0	0	18	0	0	0	0	0	0	16	0	1	0	0
K00851 gluconokinase [EC:2.7.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00852 ribokinase [EC:2.7.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	95	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
K00853 L-ribulokinase [EC:2.7.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00854 xylulokinase [EC:2.7.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	40	0	0
K00857 thymidine kinase [EC:2.7.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00858 NAD+ kinase [EC:2.7.1.23]	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	29	13	0	0	0	1597	0	0	0	0	0	0	0	0	2	14	0	1	0	0
K00859 dephospho-CoA kinase [EC:2.7.1.24]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	21	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0
K00864 glycerol kinase [EC:2.7.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	0	11	1	0	19	0	0
K00865 glycerate 2-kinase [EC:2.7.1.165]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	81	0	0
K00867 type I pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	164	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00868 pyridoxine kinase [EC:2.7.1.35]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	33	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0
K00869 mevalonate kinase [EC:2.7.1.36]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	330	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00872 homoserine kinase [EC:2.7.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	9	0	0
K00873 pyruvate kinase [EC:2.7.1.40]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	5	0	0	0	0	0	19	9	0	10	0	0
K00874 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
K00876 uridine kinase [EC:2.7.1.48]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	5	1513	0	0	0	0	0	0	0	0	4	13	0	16	0	0
K00878 hydroxyethylthiazole kinase [EC:2.7.1.50]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	3	0	0	0	568	0	0	0	0	0	0	0	0	4	13	0	1	0	0
K00882 1-phosphofructokinase [EC:2.7.1.56]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	1	43	29	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	5	0	0
K00887 undecaprenol kinase [EC:2.7.1.66]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	153	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00891 shikimate kinase [EC:2.7.1.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	10	0	4	0	853	0	0	0	0	0	0	0	0	1	0	0	2	0	0
K00899 5-methylthioribose kinase [EC:2.7.1.100]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K00901 diacylglycerol kinase (ATP) [EC:2.7.1.107]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	8	0	0	0	0	0	0	0	2	0	0	0	0
K00919 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	1146	0	0	0	0	0	0	0	0	2	3	0	2	0	0
K00925 acetate kinase [EC:2.7.2.1]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	575	10	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	4	0	0
K00926 carbamate kinase [EC:2.7.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
K00927 phosphoglycerate kinase [EC:2.7.2.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	564	0	0	0	0	1	0	0	0	27	2	0	0	0	1
K00928 aspartate kinase [EC:2.7.2.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	5	0	3	1	2182	0	0	1	0	0	0	0	0	0	38	0	2	0	0
K00929 butyrate kinase [EC:2.7.2.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00930 acetylglutamate kinase [EC:2.7.2.8]	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	486	0	0	0	0	0	0	0	0	6	7	0	2	0	0
K00931 glutamate 5-kinase [EC:2.7.2.11]	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1048	0	0	0	0	0	0	0	0	1	16	0	1	0	0
K00937 polyphosphate kinase [EC:2.7.4.1]	3	0	0	0	0	0	3	0	0	0	0	0	0	0	16	0	0	54	0	0	0	0	0	113	0	0	0	0	1	0	0	0	0	5	0	0
K00938 phosphomevalonate kinase [EC:2.7.4.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
